Entry	Entry name	PubMed ID
Q7Z3U7	MON2_HUMAN	10470851; 12168954; 14702039; 17974005; 16541075; 15489334; 16219684; 16301316; 18691976; 18669648; 20068231; 21269460; 22814378; 24275569
A0A0C5B5G6	MOTSC_HUMAN	25738459; 26289118
Q9NZW5	MPP6_HUMAN	11311936; 11230166; 12690205; 12853948; 15489334; 15592455; 21269460
Q765P7	MTSS2_HUMAN	14752106; 15616553; 15489334; 18220336; 18669648; 19413330; 19690332; 20875796; 20068231; 23186163; 24275569
Q969V5	MUL1_HUMAN	18591963; 12761501; 14702039; 17974005; 16710414; 15489334; 18207745; 18213395; 19407830; 22410793; 23399697; 24898855; 25621951
Q8N9H8	MUT7_HUMAN	14702039; 15164053; 15489334
Q6P444	MTFR2_HUMAN	14702039; 14574404; 15489334; 20068231; 23186163; 25944712
Q6P3W6	NBPFA_HUMAN	14702039; 16710414; 15489334
Q6IA69	NADE_HUMAN	12547821; 14702039; 16554811; 15489334; 21269460
P56278	MTCP1_HUMAN	8361760; 15772651; 10983986; 11707444; 9520380; 10959629
Q15746	MYLK_HUMAN	8575746; 9160829; 10198165; 11113114; 10536370; 15507455; 15020676; 14702039; 16641997; 15489334; 12408982; 11976941; 14741352; 15825080; 16835238; 16723733; 16284075; 18710790; 18088087; 18587400; 18318008; 19413330; 19429448; 19826488; 20453870; 20375339; 20053363; 20861316; 20181817; 20139351; 21918590; 19011151; 22015949; 22814378; 24275569; 18462678; 17344846; 21055718; 28401540; 29537095; 29544503; 28602422
Q9HD67	MYO10_HUMAN	10984435; 11278607; 9872452; 15372022; 15489334; 10610710; 17081983; 16371656; 16894163; 18570893; 20682791; 22814378; 21642953; 21321230; 23012428
O75592	MYCB2_HUMAN	9689053; 15057823; 10048485; 12168954; 15489334; 11042152; 14559897; 17081983; 18308511; 18691976; 18669648; 19413330; 19398581; 19369195; 19690332; 20534529; 20068231; 21269460; 21406692; 22357847; 23186163; 24275569; 26304119; 27278822; 29643511
Q12965	MYO1E_HUMAN	7932763; 16572171; 8022818; 7972138; 11940582; 17257598; 18669648; 19846667; 20860408; 20068231; 21269460; 21458045; 21756023; 23186163; 21697813; 28837161
Q99733	NP1L4_HUMAN	8923002; 14702039; 16554811; 15489334; 9325046; 10764593; 17081983; 17924679; 18669648; 18318008; 19413330; 19690332; 20068231; 21269460; 21406692; 22223895; 23186163; 24275569
A6NJU9	NPB13_HUMAN	15616553
O95644	NFAC1_HUMAN	8202141; 8702849; 10072078; 18675896; 16177791; 15489334; 9111316; 9072970; 10089876; 10358178; 10652349; 12351631; 16511445; 18218901; 23186163; 8990122; 9506523; 16959974
Q02083	NAAA_HUMAN	10610717; 15655246; 15489334; 1446826; 22040171; 17980170; 18793752; 19159218; 30301806
Q86UY6	NAA40_HUMAN	14702039; 17974005; 16554811; 15489334; 19660095; 19695338; 21935442; 26666750; 25732826; 24248912; 25619998
Q9H841	NPAL2_HUMAN	14702039; 16421571; 15489334
Q8NG41	NPB_HUMAN	12118011; 12401809; 15164054; 15489334
Q9UHC9	NPCL1_HUMAN	10783261; 14976318; 19325169; 12853948; 12690205; 15489334; 15671032; 15604518; 15928087; 19542231; 22095670; 21525977; 15679830; 25390462; 29880681
P48681	NEST_HUMAN	1478958; 16710414; 9917366; 12880961; 17081983; 18669648; 18318008; 19413330; 20068231; 21269460; 21406692; 22223895; 23186163; 24275569; 25114211; 28112733
Q8TDX7	NEK7_HUMAN	11701951; 16710414; 12840024; 17101132; 17586473; 19413330; 19414596; 19690332; 21320329; 17727698; 21269460; 23186163; 26188091; 19941817; 17344846
Q7Z3B1	NEGR1_HUMAN	17974005; 12975309; 14702039; 16710414; 15489334; 17566972
Q6ZVK8	NUD18_HUMAN	14702039; 16421571; 15489334; 22556419; 
Q8WV74	NUDT8_HUMAN	14702039; 15489334; 25944712
Q0GE19	NTCP7_HUMAN	15932064; 17628207; 17974005; 15489334; 11230166; 14702039; 29878199; 30082715; 31191616
Q96R47	O2A14_HUMAN	25977809; 12213199; 12690205; 15489334; 12853948; 14983052; 
Q9H344	O51I2_HUMAN	11121057; 15489334; 14983052; 
Q9NWW6	NRK1_HUMAN	15137942; 14702039; 15164053; 15489334; 8809081; 24275569; 17914902; 17698003
O15460	P4HA2_HUMAN	9211872; 11606192; 12975309; 15489334; 21269460; 25741866
Q9UGF6	OR5V1_HUMAN	12637542; 14574404; 15489334; 14983052; 21248752
Q8NGS7	O13C8_HUMAN	15164053; 12213199
Q8N148	OR6V1_HUMAN	12853948; 12690205; 15489334; 14983052; 
Q8NGK9	OR5DG_HUMAN	12213199; 14983052; 
Q53FV1	ORML2_HUMAN	12093374; 17928364; 11042152; 14702039; 15489334; 20182505; 25944712
Q15546	PAQRB_HUMAN	7503749; 16044242; 14702039; 15489334
Q8N5Y8	PAR16_HUMAN	14702039; 16572171; 15489334; 20106667; 23103912; 22701565; 25043379; 25944712; 22661712
Q9Y5F0	PCDBD_HUMAN	10380929; 11322959; 12975309; 14702039; 15489334
Q9Y5I3	PCDA1_HUMAN	10380929; 15372022
Q9ULR5	PAI2B_HUMAN	10574461; 16804161; 19413330
Q96JY6	PDLI2_HUMAN	15498874; 11214971; 14702039; 16421571; 15489334; 15659642; 19690332; 24275569; 
Q9Y2S7	PDIP2_HUMAN	12522211; 11042152; 14702039; 15489334; 16428295; 20554254; 24191025; 21269460; 23186163; 24275569; 25944712; 26984527
Q9Y5G2	PCDGE_HUMAN	10380929; 15489334
Q8WUM4	PDC6I_HUMAN	11683497; 19906316; 16641997; 15489334; 14702039; 10718198; 12860994; 14505569; 14505570; 14519844; 14678797; 14583093; 14739459; 15849434; 15908698; 17081065; 16957052; 17853893; 17428861; 17556548; 18256029; 18641129; 18669648; 19413330; 19520058; 19608861; 20494825; 20068231; 21269460; 21191027; 22223895; 22660413; 23186163; 24275569; 24129315; 25944712; 25786915; 17350572; 17277784; 18066081; 18511562; 18948538; 18940611; 22073189
Q8N6Y1	PCD20_HUMAN	17974005; 14702039; 15057823; 15489334; 16959974
Q9Y5F9	PCDGI_HUMAN	10380929
P35913	PDE6B_HUMAN	1720239; 1338685; 1322354; 8394243; 14702039; 15815621; 15489334; 8075643; 7951329; 8768262; 8394174; 8595886; 8698075; 8557257; 8956055; 9543643; 22334370
O76083	PDE9A_HUMAN	9624146; 9856478; 12565835; 14527714; 17090334; 14702039; 10830953; 15489334; 16150925; 22328573; 24746902; 25799991; 15210993; 18757755; 19919087; 20121115; 21483814; 22985069; 23025719
E2RYF7	PBMU2_HUMAN	20981447; 14574404
Q9H714	PACER_HUMAN	14702039; 15057823; 15489334; 19369195; 23522960; 28306502; 30704899
Q9UPP1	PHF8_HUMAN	10470851; 12168954; 14702039; 17974005; 15772651; 15489334; 16199551; 17081983; 18669648; 19413330; 19690332; 20531378; 20548336; 19843542; 20346720; 20421419; 20208542; 20622853; 20622854; 20068231; 21269460; 21406692; 23186163; 20101266; 20067792; 20023638; 17661819; 23092983
Q53GA4	PHLA2_HUMAN	9403053; 9328465; 9520460; 15489334; 10594239; 10749982; 13129680; 15457853; 15314611; 17303335; 16584773; 18691976; 18669648; 19203586; 19369195; 20068231; 22814378; 23186163
P50542	PEX5_HUMAN	7719337; 7790377; 7706321; 14702039; 16541075; 15489334; 10562279; 11438541; 21980954; 23186163; 24275569; 26220973; 11101887; 17157249; 17428317; 19197237; 10462504
Q9BSJ6	PIMRE_HUMAN	14702039; 16625196; 15489334; 16491119; 18691976; 19383357; 18669648; 18757745; 20068231; 21406692; 23419774; 23186163
P11309	PIM1_HUMAN	2205533; 3475233; 3329709; 3429489; 16186805; 14574404; 15489334; 11460166; 2837645; 1825810; 10664448; 12431783; 12680209; 12473674; 15528381; 15798097; 16356754; 18593906; 18056989; 19749799; 23186163; 15657054; 15525646; 15808862; 17344846
Q9NRD5	PICK1_HUMAN	10623590; 12529303; 15461802; 14702039; 10591208; 15489334; 11641419; 11343649; 11802773; 15304526; 15247289; 20403402; 17384233
Q5H8A4	PIGG_HUMAN	15632136; 12975309; 16303743; 14702039; 15815621; 15489334; 26996948; 31303265
P36955	PEDF_HUMAN	8434014; 9238088; 21697133; 16625196; 15489334; 12737624; 8473338; 8226833; 7592790; 15374885; 16335952; 17081065; 19159218; 19139490; 19838169; 21353196; 21269460; 22905912; 11562499; 10398730; 22028381
Q68D20	PMS2L_HUMAN	15256438; 14702039; 17974005; 15077197
Q9Y4G2	PKHM1_HUMAN	9205841; 15489334; 12820725; 17404618; 17997709; 20943950; 20068231; 23186163; 25500191; 25498145; 27291868
Q8NCQ7	PRCA1_HUMAN	14702039; 16625196; 15489334; 15159402
Q00LT1	PRCD_HUMAN	16938425; 15489334; 24992209; 27613864
A3QJZ6	PRA22_HUMAN	16710414
Q8NAT1	PMGT2_HUMAN	14702039; 16641997; 15489334; 23929950; 22958903; 27066570
Q9UHV8	PP13_HUMAN	10527825; 19497882; 15489334; 6856484; 11742106; 29343868
Q969W9	PMEPA_HUMAN	10873380; 11568975; 12670906; 11780052; 15489334; 12907594; 18703514; 20129061; 24627487
B7ZBB8	PP13G_HUMAN	14574404; 11948623; 24275569
Q9H7J1	PPR3E_HUMAN	15752363; 14702039; 23186163; 24275569
Q8TAE6	PP14C_HUMAN	12747765; 11812771; 14574404; 15489334; 12804574; 19413330; 21269460; 22814378; 23186163
Q9UIW2	PLXA1_HUMAN	16641997; 8570614; 14702039; 19349973; 21269460
Q6MZM9	PRR27_HUMAN	17974005; 15815621
Q9NZH4	PTTG3_HUMAN	10806349; 16201836; 
Q9H0K6	PUS7L_HUMAN	11230166; 14702039; 17974005; 16541075; 15489334; 21269460; 23186163
P23471	PTPRZ_HUMAN	1323835; 8387522; 12853948; 12690205; 9653645; 2170109; 2169617; 16335952; 16814777; 21406692; 20133774
P48556	PSMD8_HUMAN	14702039; 15057824; 15489334; 7621825; 1317798; 17323924; 21269460; 23186163; 28112733; 29290612; 27428775; 27342858
Q9UQ72	PSG11_HUMAN	1840485; 7794280; 15057824; 15489334; 
P41222	PTGDS_HUMAN	1902577; 1385416; 14702039; 16303743; 15164053; 15489334; 8336134; 7692978; 7689714; 1726844; 9475419; 9844724; 8336140; 8674187; 8599604; 9065498; 8761996; 9405674; 10462696; 11882588; 9162076; 11669522; 11287775; 16335952; 19159218; 19139490; 19838169; 22171320; 23234360; 20667974; 
Q5T6V5	QSPP_HUMAN	15164053; 15489334; 14702039; 21269460; 22814378; 24911101
Q9Y2K5	R3HD2_HUMAN	10231032; 16541075; 15489334; 18669648; 19413330; 19690332; 20068231; 23186163; 24275569; 
P59190	RAB15_HUMAN	12508121; 15489334; 16195351; 27552051
A6NDE4	RBY1B_HUMAN	12815422
Q9P258	RCC2_HUMAN	12919680; 10819331; 15489334; 17974005; 1939370; 7559776; 9914378; 12429849; 17081983; 18669648; 19413330; 19690332; 19608861; 20068231; 21269460; 21406692; 23388455; 23186163; 25074804; 26158537; 28869598
Q14088	RB33A_HUMAN	7688322; 15772651; 15489334
Q15311	RBP1_HUMAN	7673236; 10924126; 15489334; 9422736; 12775724; 11437348; 15310755; 17081983; 18220336; 18088087; 18669648; 19413330; 19369195; 19690332; 21269460; 21406692; 23186163; 24275569; 20696399
Q6ZRY4	RBPS2_HUMAN	14702039; 16572171; 15489334; 19413330; 25064856
Q9Y3P4	RHBD3_HUMAN	12529303; 15461802; 10591208; 15489334
Q9H6W3	RIOX1_HUMAN	14742713; 14702039; 12508121; 15489334; 17308053; 18669648; 19690332; 23160351; 23103944; 22814378; 23186163
Q8IUF8	RIOX2_HUMAN	12091391; 14742713; 15897898; 14702039; 16641997; 15489334; 17974005; 14695334; 15534111; 15819408; 17317935; 19502796; 19608861; 20068231; 21269460; 23103944
O75916	RGS9_HUMAN	9765512; 10564809; 14702039; 16625196; 14614075; 14702087
Q8N9B8	RGF1A_HUMAN	14702039; 15489334; 17121879; 19645719
Q2PPJ7	RGPA2_HUMAN	16490346; 11780052; 10574462; 14702039; 15489334; 18669648; 21269460; 21406692; 23186163; 24275569
Q8NCN4	RN169_HUMAN	12056414; 17974005; 18691976; 18669648; 19413330; 19690332; 20068231; 22733822; 22492721; 22742833; 23186163; 24275569; 28112733
Q9Y3C5	RNF11_HUMAN	10673045; 10810093; 14702039; 16710414; 15489334; 16123141; 14559117; 14562029; 14755250; 17917589; 18724389; 19131965; 18615712; 20676133; 20213681; 23186163; 24275569
A6NIN4	RN227_HUMAN	16625196; 14702039
O15160	RPAC1_HUMAN	9540830; 9653160; 14574404; 15489334; 12391170; 15592455; 19413330; 21269460; 22223895; 22814378; 23186163; 26151409; 21131976
Q8TA86	RP9_HUMAN	15489334; 15556297; 28112733; 12032732
Q96EU6	RRP36_HUMAN	14574404; 15489334; 15983380; 17081983; 18669648; 20038530; 20068231; 21406692; 23186163
Q92737	RSLAA_HUMAN	8975699; 10591208; 15489334; 15833841
A1A5C7	S22AN_HUMAN	14574404; 15489334; 14702039; 17714910
P0C7Q6	S35G6_HUMAN	16625196; 17101974
O75751	S22A3_HUMAN	10196521; 14702039; 14574404; 9933568; 10966924; 22814378
Q3KQZ1	S2535_HUMAN	14702039; 15489334; 16949250
Q8WV83	S35F5_HUMAN	12975309; 14702039; 15815621; 15489334; 16477629; 23186163
O14975	S27A2_HUMAN	10198260; 14702039; 16572171; 15489334; 10640429; 10749848; 11980911; 18669648; 20530735; 20068231; 21269460; 21768100; 24269233; 23186163; 24275569
Q495M3	S36A2_HUMAN	12809675; 14702039; 15489334; 15058382; 19033659
Q5VXD3	SAM13_HUMAN	14702039; 16710414; 
Q5HYK7	SH319_HUMAN	14702039; 17974005; 15815621; 15489334; 14551139; 15280379; 18669648; 21834987; 24275569
Q14141	SEPT6_HUMAN	11809673; 15772651; 15489334; 12665801; 8590280; 15915442; 16093351; 15774761; 16914550; 17803907; 18047794; 17229681; 17525332; 19413330; 19145258; 19608861; 21269460; 23186163; 24275569; 25588830; 25944712; 17637674
Q8NBJ9	SIDT2_HUMAN	10810093; 12975309; 15340161; 14702039; 16303743; 17081983; 17897319; 18669648; 27046251; 27846365; 28277980
Q16842	SIA4B_HUMAN	8920913; 9266697; 15489334
A6NKW6	SHL2B_HUMAN	15372022
A6NCI5	SIM16_HUMAN	16710414; 15489334
A0A1B0GVT2	SIM36_HUMAN	16625196
Q9BQF6	SENP7_HUMAN	11230166; 17974005; 16641997; 15489334; 11214970; 17081983; 19690332; 23186163; 24275569; 18799455
A0PJX4	SHSA3_HUMAN	15489334
P35498	SCN1A_HUMAN	10742094; 15815621; 8062593; 1317301; 21566136; 24497506; 28428547; 11254444; 11254445; 11359211; 11524484; 11756608; 12083760; 12566275; 12919402; 12576172; 12754708; 14672992; 12610651; 12821740; 14504318; 12535936; 14738421; 15525788; 15087100; 16122630; 15715999; 16210358; 16054936; 15944908; 16326807; 15694566; 17129991; 17054684; 17054685; 16525050; 16713920; 16458823; 17347258; 17561957; 17507202; 17397047; 17928445; 17679682; 18330841; 18021921; 17927801; 18413471; 18251839; 18031552; 18566737; 18639757; 19694741; 19783390; 19522081; 19339291; 18930999; 19332696; 19464195; 20682179; 20550552; 20452746; 20392657; 20110217; 20729507; 20431604; 19589774; 20522430; 20600615; 19563458; 20117752; 21864321; 21248271; 22092154; 22309220; 22612257; 23195492; 23662938; 23647072; 23708187; 25818041; 26311622; 26637798; 26993267; 28544625; 27864847
O43290	SNUT1_HUMAN	9449708; 11350945; 16554811; 15489334; 11410364; 9856836; 11991638; 17081983; 16723661; 17525332; 18220336; 18669648; 19413330; 19690332; 20068231; 21269460; 21406692; 23186163; 24275569; 25218447; 25114211; 25772364; 25755297; 28112733
Q14524	SCN5A_HUMAN	1309946; 12358675; 14500339; 12454206; 16115203; 16641997; 15489334; 15217910; 15548568; 16054936; 19666841; 19376164; 19027780; 20398673; 21447824; 21817159; 21726068; 23092124; 23420830; 24898004; 26721415; 19074138; 21167176; 22705208; 25370050; 7889574; 8541846; 7651517; 9686753; 9506831; 10627139; 9521325; 10508990; 10690282; 10377081; 10532948; 10590249; 10471492; 10618304; 10973849; 10940383; 10911008; 11304498; 11410597; 11748104; 11710892; 11234013; 12106943; 11804990; 11889015; 11901046; 11997281; 11823453; 12471205; 12051963; 12209021; 12193783; 12522116; 12574143; 12673799; 12569159; 14523039; 15023552; 15466643; 15338453; 15579534; 16266370; 15851320; 16414944; 15840476; 16325048; 16616735; 17075016; 16922724; 17081365; 18708744; 17198989; 18060054; 18341814; 18616619; 18456723; 18252757; 18599870; 18378609; 18088563; 18929331; 18848812; 18929244; 18451998; 18368697; 18596570; 19056759; 19302788; 19251209; 19716085; 19272188; 20129283; 21109022; 22795782; 23085483; 24167619; 26279430; 26392562; 26776555
Q9NZV6	MSRB1_HUMAN	10608886; 11042152; 11157797; 15489334; 15616553; 
P04732	MT1E_HUMAN	2581970; 1779803; 15616553; 15489334; 8119276
Q96LB1	MRGX2_HUMAN	11551509; 15862286; 24583173; 12044878; 15489334; 12915402; 15823563; 16161007; 22069323; 21441599; 23698749; 24930830; 25517090
Q2M385	MPEG1_HUMAN	14702039; 15489334; 7888681; 23753625; 26402460; 28705375; 30609079
A6PVI3	NCB2L_HUMAN	15772651
P52564	MP2K6_HUMAN	8622669; 8626699; 8621675; 8663074; 8861944; 15489334; 9218798; 9768359; 9841871; 10347227; 10497253; 10094049; 11104681; 10961885; 11727828; 11689443; 11279118; 11460167; 15229216; 15375157; 15550393; 15866172; 16728640; 18669648; 20364819; 20869211; 9779990; 21269460; 23186163; 19141286; 
Q7Z6M4	MTEF4_HUMAN	14702039; 15815621; 15489334; 21531335; 21269460; 22949673; 23022348
O15522	NKX28_HUMAN	9446603; 14702039; 15489334
Q9GZT8	NIF3L_HUMAN	11124544; 11161814; 14702039; 15815621; 15489334; 12951069; 19608861; 21269460; 24275569
Q9Y4Z2	NGN3_HUMAN	14702039; 15164054; 15489334; 16855267
P21452	NK2R_HUMAN	2173708; 1845990; 1659296; 1659297; 1710456; 1848773; 14702039; 15489334
P25929	NPY1R_HUMAN	1317848; 1321422; 8095935; 14702039; 15489334
Q92617	NPIB3_HUMAN	9039502; 15616553; 15489334; 
Q9Y639	NPTN_HUMAN	14702039; 15489334; 15340161; 17196182; 19159218; 19349973; 21269460; 30190470
E9PJ23	NPIB6_HUMAN	15616553
P20929	NEBU_HUMAN	7739042; 15815621; 1682316; 3397062; 12482578; 23615443; 9514727; 10051637; 18639526
Q7Z3S9	NT2NA_HUMAN	14702039; 17974005; 16710414; 15489334; 14673143; 29856954; 29856955; 29561261
Q02818	NUCB1_HUMAN	1520323; 8661046; 14702039; 15489334; 7589456; 21269460; 22905912; 23234360; 24275569; 26091039; 30194280; 15287731
Q9NV35	NUD15_HUMAN	14702039; 15057823; 15489334; 8810257; 19419956; 21269460; 22556419; 25108385; 26878724; 26238318
P03891	NU2M_HUMAN	7219534; 6260957; 9475751; 7530363; 12949126; 11130070; 12840039; 14760490; 3921850; 12611891; 19690332; 25944712; 1900003; 1757091; 1732158; 1370613; 9461455
Q12908	NTCP2_HUMAN	7592981; 9109432; 12364586; 15057823; 15489334; 15350125; 11742882; 11589382
Q16656	NRF1_HUMAN	8253388; 8034649; 7629110; 14702039; 12853948; 12690205; 15489334; 8541844; 9228045; 11340167; 16908542; 21269460; 28112733
O14786	NRP1_HUMAN	9288753; 9529250; 10688880; 17974005; 15164054; 15489334; 10520995; 10748121; 16335952; 16763549; 19159218; 24275569; 26503042; 26789244; 30623799; 12517344; 17989695
O95013	O4F21_HUMAN	16421571
Q9UBM4	OPT_HUMAN	10636917; 10837509; 10892843; 12019215; 16710414; 15489334; 16335952; 18164633; 23845380; 25136834
Q02297	NRG1_HUMAN	1350381; 7509448; 8096067; 7782315; 14702039; 16421571; 9333014; 12145742; 17565985; 15489334; 7689552; 1348215; 7902537; 10523851; 10597312; 10867024; 20682778; 8062828; 8639490
O75694	NU155_HUMAN	10191094; 12034489; 9872452; 15489334; 17974005; 14645504; 15703211; 19070573; 18669648; 19413330; 20068231; 21269460; 21406692; 22223895; 22814378; 23186163; 24275569; 28112733
Q9H346	O52D1_HUMAN	11121057; 15489334; 14983052; 
Q6DKJ4	NXN_HUMAN	14702039; 16625196; 15489334; 16764867; 19413330; 21269460; 29276006
Q8NH00	OR2T4_HUMAN	16710414; 14983052; 
Q9BW27	NUP85_HUMAN	12196509; 15995708; 14702039; 17974005; 16625196; 15489334; 12718872; 15146057; 16807356; 18691976; 19413330; 21269460; 24275569; 30179222
Q8NGR8	OR1L8_HUMAN	15164053; 15489334; 12213199; 14983052; 
Q8NGC8	O11H7_HUMAN	12213199; 12508121; 14983052; 12730696; 17973576
O95918	OR2H2_HUMAN	7665158; 10880742; 14574404; 15489334; 12213199; 14983052
P58181	O10A3_HUMAN	16554811; 15489334; 12213199; 1370859; 14983052; 
P0C645	OR4E1_HUMAN	12508121; 12213199; 14983052; 17973576
P0C629	O10J4_HUMAN	16710414; 12213199; 17973576
O95221	OR5F1_HUMAN	15489334; 9787077; 12213199; 14983052; 
P58417	NXPH1_HUMAN	12880961; 14702039; 12853948; 15489334
Q8NGQ3	OR1S2_HUMAN	12213199; 14983052; 
O14841	OPLA_HUMAN	14993790; 15489334; 17974005; 21269460; 21651516; 23186163; 24275569
Q8WZ94	OR5P3_HUMAN	11705801; 14983052; 
Q8NH21	OR4F5_HUMAN	16710414
Q8NGL4	OR5DD_HUMAN	14983052; 
Q5JQS5	OR2BB_HUMAN	16710414; 15489334
P23515	OMGP_HUMAN	1899288; 1688857; 2277079; 15489334; 3283151; 19052207
Q8NGQ5	OR9Q1_HUMAN	12213199; 15489334
Q8WWZ8	OIT3_HUMAN	12939600; 12975309; 14702039; 15489334; 19159218
Q5W0B1	OBI1_HUMAN	11230166; 15057823; 15489334; 14702039; 17525332; 18669648; 19413330; 19690332; 20068231; 21406692; 23186163; 31160578
O75147	OBSL1_HUMAN	17289344; 15815621; 15489334; 9734811; 12168954; 18669648; 19481195; 21737058; 21572988; 23186163; 24793695; 24793696; 23018678; 20489725; 20133654; 
Q99489	OXDD_HUMAN	9163533; 14702039; 14574404; 15489334; 16959974
Q5TC84	OGRL1_HUMAN	14574404; 15489334; 14702039; 16192744
Q06190	P2R3A_HUMAN	8392071; 14702039; 16641997; 
Q7RTS5	OTOP3_HUMAN	16625196; 12651873; 18669648
P54886	P5CS_HUMAN	8761662; 10037775; 14702039; 15164054; 15489334; 14654843; 21269460; 22170564; 24767728; 24275569; 26320891; 26026163; 25944712; 26297558; 11092761; 18478038
P41586	PACR_HUMAN	7902709; 14702039; 12853948; 15489334; 7851900; 10583729; 17470806; 21625560
Q8N2R0	OSR2_HUMAN	14702039; 16421571; 15489334
O95263	PDE8B_HUMAN	12372422; 12681444; 15489334; 9784418; 17974005; 18669648; 20085714; 20068231; 23186163; 18431404
P57721	PCBP3_HUMAN	10936052; 14702039; 10830953; 15489334; 14612387
Q8NH93	OR1L3_HUMAN	15164053; 15489334; 14983052; 
P13667	PDIA4_HUMAN	2549034; 2002068; 14702039; 12853948; 15489334; 12475965; 12643545; 17081065; 19608861; 21269460; 24275569; 25944712; 20600112
Q6P996	PDXD1_HUMAN	9039502; 14702039; 15616553; 15489334; 17081983; 16964243; 18669648; 20068231; 21269460; 21406692; 23186163; 24275569
O15496	PA2GX_HUMAN	9188469; 15616553; 15489334; 11694541; 12021277; 12359733; 16962371; 16146426; 21266581; 12161451
Q29RF7	PDS5A_HUMAN	14702039; 15489334; 15019998; 17974005; 9734811; 11076961; 15855230; 17081983; 17113138; 16964243; 17924679; 17846787; 18691976; 18669648; 19413330; 19907496; 19690332; 19608861; 21111234; 20068231; 21269460; 21406692; 23186163; 24275569; 30158690
