UniprotID_1,UniprotID_2,confidence
O43809,Q9NZC7,0.431
P57678,Q13233,0.28
P25963,Q15418,0.885
P27348,P42345,0.858
Q13571,Q92995,0.494
Q9NRC1,O95405,0.55
P58107,Q99623,0.28
P46783,Q01201,0.28
P25963,P25205,0.28
Q03135,P51813,0.431
Q15257,O60674,0.28
P20823,Q92793,0.798
Q13526,Q12933,0.431
P11021,P62993,0.992
P31314,P62714,0.824
P17676,Q92922,0.54
Q9HDC5,O15350,0.191
Q9HCK5,Q9UJS0,0.36
Q9UHD2,P16333,0.719
Q03135,P35354,0.928
P24863,Q93074,0.998
Q5VSY0,O14964,0.431
P63208,P62136,0.9
P17980,Q99814,0.28
Q2NL82,Q99558,0.28
O75909,Q15834,0.431
Q15834,O75909,0.431
P37275,P56545,0.997
P56545,P37275,0.997
Q9Y4K3,Q4G148,0.28
Q8TAT6,P11441,0.494
P47736,P55196,0.644
P55196,P47736,0.644
P78396,P53396,0.28
Q9Y2I6,Q9BVJ6,0.431
Q9BQD3,Q6ZVK8,0.431
P54253,P16383,0.431
Q96FW1,P61077,0.712
P98175,Q15428,0.28
O00141,P14866,0.28
O60934,Q6ZW49,0.55
Q9ULG1,O43707,0.55
P35579,Q99759,0.719
P51665,Q15008,1.0
O60346,Q7KZI7,0.36
P51784,P04637,0.191
Q04724,Q04724,
Q13547,P80365,0.28
Q9BQA1,P31946,0.591
P48637,P48637,
P40337,Q15843,0.828
P31947,O75494,0.36
P25054,Q13363,0.874
Q9Y4K3,P41252,0.191
Q96EP5,Q96J02,0.877
P25490,O75530,0.976
P01112,Q96RT1,0.744
A5YM72,Q14669,0.36
P35968,P98077,0.93
P15172,Q09472,0.998
P35609,Q99700,0.36
P38936,P40763,0.431
P46379,P61006,0.431
P60520,P15311,0.36
P49327,Q99759,0.55
P19338,O15084,0.431
P63279,P31321,0.28
P61244,P42766,0.28
P43034,Q14203,0.816
Q14203,P43034,0.816
O15162,Q01844,0.431
Q01844,O15162,0.431
Q02543,Q9Y4K3,0.28
P40337,P46781,0.36
Q7L2J0,Q6IQ49,0.418
Q9NSC5,P21817,0.719
P21817,Q9NSC5,0.719
O60383,P04183,0.636
P29350,P84022,0.36
Q13330,O95343,0.28
Q9Y4R8,Q13315,0.982
Q96JH8,O15121,0.28
P12980,Q9UPN9,0.431
O14836,Q99836,0.996
Q99836,O14836,0.996
Q92569,P06400,0.861
P60900,Q9UNM6,1.0
Q13127,P41229,0.28
Q13616,Q00839,0.54
Q93062,Q15038,0.431
P09619,O43639,0.885
Q08170,Q13247,1.0
P60953,P23443,0.55
Q8TBB1,P49247,0.431
P49247,Q8TBB1,0.431
Q12800,Q06413,0.28
Q13415,P00519,0.28
Q13614,Q13614,
P59780,O14617,0.996
O75865,O43281,0.431
Q5T0D9,P40692,0.431
O60739,Q13526,0.28
P24593,P05121,0.55
Q9NYU2,O95388,0.36
O15344,Q9NPA3,0.957
Q9Y2X8,Q96A37,0.431
Q96A37,Q9Y2X8,0.431
Q9NRP0,Q15714,0.28
P41220,Q9Y2I6,0.431
O00410,Q7Z6M2,0.431
Q12796,Q9H1D9,0.778
Q96BR9,Q9BXS5,0.431
Q9BXS5,Q96BR9,0.431
Q9NY99,Q14524,0.719
Q9ULV0,Q9HCM3,0.36
Q9HCM3,Q9ULV0,0.36
Q14164,Q9Y4L1,0.36
Q14164,P51148,0.28
O15105,Q9Y3F4,0.676
Q9Y3F4,O15105,0.676
O00499,Q05193,1.0
Q9BUZ4,P08138,0.798
Q9Y3A3,O00506,0.911
Q8IWY9,Q9NVP2,0.858
P49736,P50402,0.767
O95166,P04350,0.28
Q9NYL2,P36897,0.431
Q9Y2X7,P42858,0.802
P42261,Q12959,1.0
Q9Y230,P40692,0.36
Q09019,P02775,0.36
P08620,P22607,0.482
O75674,Q00610,0.928
Q92560,Q96HN2,0.36
Q15714,Q13619,0.28
P17252,Q9NRD5,0.676
P61586,Q8N5V2,0.89
Q12923,Q9HB21,0.719
Q9HB21,Q12923,0.719
O43516,P62993,0.898
Q0P6H9,P13798,0.36
O60861,Q8IZP0,0.36
P61964,Q6ZW49,0.983
Q9Y297,Q9H2X6,0.431
P05109,Q14690,0.431
O15350,Q96J02,0.978
Q96J02,O15350,0.978
Q99801,P11387,0.89
Q99728,O95163,0.494
Q8TC07,Q9H0R8,0.494
P59998,Q9P1U1,1.0
O95817,P54274,0.191
Q8ND90,O43347,0.36
Q9Y4K3,O00463,0.993
Q7Z434,O43318,0.644
Q7L5D6,Q8NBM4,0.36
P26641,Q8IYL3,0.431
O75506,P34932,0.28
Q00577,Q7L2J0,0.191
Q9UL51,P00519,0.28
Q01844,O75940,0.36
P61289,Q9UET6,0.28
P43034,Q9GZM8,1.0
Q9GZM8,P43034,1.0
O14641,Q93062,0.431
P49448,O75674,0.431
Q9UHB7,P50750,1.0
O95602,O15446,0.854
P21796,P19367,0.712
P19367,P21796,0.712
Q9H172,Q9H172,
Q92466,Q16531,1.0
P55786,P23508,0.28
P23588,Q8WVZ9,0.36
P21580,P13489,0.191
P31314,P67775,0.938
O00422,P31946,0.28
O14795,Q96GM8,0.36
P13612,O60711,0.644
P61244,P49207,0.28
Q8TEW0,Q05513,1.0
Q92956,O75888,0.644
O75888,Q92956,0.644
P57678,P01106,0.36
P01106,P57678,0.36
Q15008,Q9UKE5,0.28
Q9GZN1,P37802,0.28
Q8IW19,Q13426,0.943
O60291,Q9NPD8,0.431
Q9Y2M5,Q7L5N1,0.36
Q9Y265,Q9Y4K3,0.482
Q2M1K9,Q13485,0.591
Q8N163,O75365,0.28
P11388,P06400,0.431
Q8TEE9,O75182,0.55
Q9NX58,P39023,0.54
Q99567,P35658,0.864
P01106,Q9UI12,0.28
P10415,P51572,0.861
P63172,P63172,
P42858,P63165,0.798
Q96F07,O14776,0.191
Q9UKE5,P30084,0.28
Q9HA65,Q15758,0.36
Q14449,P06213,0.999
Q7KZF4,Q9GZZ9,0.6
Q8ND90,Q96BZ8,0.36
P54132,Q06609,0.998
Q06609,P54132,0.998
Q15648,Q15528,0.999
Q9UQ07,P25815,0.431
Q13330,Q16576,1.0
P22087,Q9UKS6,0.28
P49770,Q14232,1.0
Q16594,Q15596,0.28
Q15654,Q9H5Z6,0.431
Q13616,Q9Y3I1,0.939
P98170,Q9Y5V3,0.874
Q9GZM8,P60953,0.431
P62330,Q8NC51,0.55
O00213,Q15459,0.36
O75962,Q9Y5J5,0.28
P09629,Q92793,0.9
P61086,P63165,
Q9GZT9,Q9GZT9,
Q5T5Y3,P12757,0.494
P12757,Q5T5Y3,0.494
O00264,P23508,0.28
P54198,Q14814,0.28
Q16851,Q16851,
Q8TAQ2,P32121,0.431
P56537,P07355,0.591
O00221,Q9Y230,0.28
Q04727,P09086,0.644
Q13480,Q99759,0.824
P05060,Q13724,0.431
Q03111,P68400,0.191
P11274,Q5T2W1,0.55
Q07889,Q9NZM3,0.591
Q9Y6J9,Q92831,0.948
Q92831,Q06330,0.644
Q06330,Q92831,0.644
Q9BXL7,Q14790,0.431
Q9Y478,O15372,0.28
P16234,Q9NRA1,0.948
Q969T4,O95628,0.816
P62330,Q13310,0.6
O75554,O43172,0.431
Q13485,P17275,0.772
Q5T6S3,P63279,0.28
P29350,P42702,0.644
Q9NRI5,Q07343,0.36
Q15428,P09651,0.591
P09651,Q15428,0.591
Q9H204,O76041,0.55
P51668,Q96GF1,0.987
P15531,O15160,0.636
Q9NTJ3,Q9Y5J5,0.28
Q9GZT8,Q15645,0.744
P78406,Q99627,0.191
P36873,Q12972,0.976
Q12972,P36873,0.976
O43639,Q13191,0.431
O15379,O75446,0.985
P25963,Q96EY1,0.644
P30279,P35227,0.861
P60520,P13807,0.431
Q07955,O95232,0.84
O95232,Q07955,0.84
Q05655,Q92835,0.28
Q14444,Q96BK5,0.36
Q12933,O95201,0.431
Q9H2X0,P00519,0.28
P48556,P51665,1.0
O14798,P02647,0.431
A7KAX9,P27986,0.431
P51668,Q06587,0.993
Q2M1K9,Q15797,0.591
P84022,O60318,0.36
O60318,P84022,0.36
O95402,P52434,0.84
Q9BQ52,Q13948,0.431
P39880,Q9BQ52,0.431
P10275,P11308,0.885
Q9Y572,Q16543,0.418
Q8TEW8,P31947,0.36
Q8TEE9,P09651,0.55
O14776,Q9UI08,0.28
Q12873,Q9BXP5,0.431
Q14676,P61956,0.705
O43281,Q8N5H7,0.431
Q8N5H7,O43281,0.431
P06241,Q9HCN6,0.885
P25025,P25025,
P50148,P30556,0.431
Q9UIS9,O75925,0.9
O75925,Q9UIS9,0.9
P01106,Q16514,0.431
P35221,P49768,0.644
P49768,P35221,0.644
Q14684,P06748,0.191
P46379,P14091,0.431
O75676,Q16539,1.0
Q8TAP4,Q86U70,0.55
Q5PSV4,O75446,0.627
Q15654,Q8N2X6,0.431
Q9NRI5,P46939,0.36
Q8TAQ2,Q99816,0.28
Q14164,P52732,0.28
Q02535,P17036,0.36
P02771,O95630,0.36
Q9H094,Q01844,0.431
P63261,Q8TE68,0.55
Q969U6,Q9UBE8,0.431
P06241,Q13796,0.28
Q96J02,Q16655,0.798
Q9UIV1,P11940,0.999
Q9BV40,O43752,0.84
P07199,Q5VTD9,0.36
Q99708,P48059,0.431
P48059,Q99708,0.431
Q92968,P50542,1.0
Q9UPT9,O75528,0.6
P36894,Q15427,0.644
P06239,P42768,0.874
Q969G3,Q14669,0.28
P61158,P17535,0.494
Q13616,P56537,0.75
P56537,Q13616,0.75
Q14966,Q9BQ66,0.431
P43487,P62826,1.0
Q8TDY2,Q9BWU1,0.36
Q9BWU1,Q8TDY2,0.36
P00519,Q92558,0.938
Q92558,P00519,0.938
Q15672,Q92831,0.921
P16333,Q14315,0.431
Q969G5,O95810,0.798
P06748,Q9H4L4,0.976
Q9H4L4,P06748,0.976
Q9H944,Q9NWA0,0.984
Q93009,Q14527,0.191
Q14678,P62136,0.591
P63261,Q14164,0.28
Q08379,Q13227,0.431
Q16623,Q9BV40,1.0
Q9BWF2,P19174,0.28
Q9Y5K5,Q99871,0.824
Q14789,P12757,0.494
P12757,Q14789,0.494
Q15910,Q13547,1.0
Q13547,Q15910,1.0
P40337,P26441,0.36
Q13206,Q9UN86,0.36
P35555,Q15582,0.28
Q9NQC7,Q6PFW1,0.28
Q92889,P61956,0.627
P55809,Q12800,0.28
Q9BTT4,Q9Y3C7,1.0
P27986,P29376,0.676
Q13867,P63279,0.861
P68431,P16220,0.28
P01100,P63313,0.28
P54259,Q9BQY4,0.36
O95602,Q9NRC8,0.581
P13569,P15311,0.84
O43299,P31946,0.28
P58546,Q04864,0.55
P25054,Q16363,0.431
Q9NS56,P46060,0.28
Q9Y5B9,Q16778,1.0
Q96J02,Q92922,0.36
P16333,P10301,0.84
Q96B67,P16144,0.719
P40337,P04637,0.636
Q96PU8,P61978,0.96
Q01844,Q9Y478,0.28
Q13309,Q9H211,0.983
Q9H211,Q13309,0.983
Q53GL0,O75369,0.36
Q9UPU5,P17275,0.431
Q03167,Q03167,
P07910,P20333,0.28
O43374,Q12889,0.36
O14503,O14503,
Q96HE7,P30101,0.997
Q86UW7,P51965,0.431
Q9Y2X7,Q15052,0.994
Q13526,Q04726,0.28
O14732,Q15011,0.36
Q9UBS5,P16333,0.28
Q13257,Q14164,0.28
P35222,Q03164,0.798
P27348,P30305,0.99
O75586,P84022,0.28
Q16610,P07996,0.28
P06493,P33552,1.0
Q13472,O94762,0.644
Q8TEX9,Q16695,0.957
P63279,P35226,0.431
Q9BQS8,Q02241,0.191
Q14103,Q13547,0.824
Q9Y6K9,P08238,0.885
P07948,P32927,0.84
P32927,P07948,0.84
P04745,O43823,0.778
Q03112,Q92793,0.719
O95166,Q08117,0.36
P02787,P17936,0.9
P84022,Q15797,0.854
Q15797,P84022,0.854
P01100,Q99959,0.28
O00299,P11171,0.28
P55040,P58557,0.36
O95793,P05388,0.968
Q14558,Q9Y4K3,0.28
P09382,P60953,0.6
Q9GZM8,Q9GZM8,
P07437,Q9UBN7,0.767
Q99558,P05455,0.28
Q8IYF3,Q6ZU52,0.431
Q6ZU52,Q8IYF3,0.431
Q14683,Q6ZW49,0.28
P35269,P35250,0.191
Q9UMS4,Q99459,1.0
P50750,Q14008,0.191
O76011,Q96CS7,0.36
Q6Y7W6,Q9Y2W2,0.431
Q8WXA9,Q08170,0.494
P01106,P35606,0.28
Q13490,Q13546,1.0
P14778,Q6IA17,0.28
Q9Y4L5,P62837,0.993
Q14164,Q9Y3A5,0.28
P37231,Q99460,0.28
P55884,P60228,1.0
Q9H7D7,Q9NWU2,0.988
Q9NWU2,Q9H7D7,0.988
Q99728,P33240,0.978
P68366,Q9Y5V3,0.36
P60033,Q05516,0.431
O95166,Q9NS23,0.494
P54253,Q7Z6M4,0.36
Q9H0Y0,P46821,0.36
Q9UBK9,Q04206,0.89
Q15648,P11473,0.998
P25705,P61981,0.977
P46109,Q8WV28,0.431
Q9Y265,Q02413,0.55
P34897,Q92597,0.36
Q6SJ96,P52655,1.0
Q9Y383,P28290,0.431
P28290,Q9Y383,0.431
P16035,O95996,0.28
P60510,O94832,0.28
P38919,P61326,1.0
P57740,Q8NFH3,0.925
Q00577,P62633,0.6
P40337,P62330,0.28
Q9NYU2,Q92956,0.36
O95166,Q14596,0.96
O94806,P63027,0.957
Q9BSW7,Q7Z2E3,0.36
Q7Z2E3,Q9BSW7,0.36
P37268,Q149N8,0.431
Q15036,P00519,0.28
P51665,P62195,1.0
P17980,Q9BRP4,0.998
Q9UKL3,Q12772,0.431
Q02535,Q9H9D4,0.36
Q99547,P51532,0.431
Q9BU20,Q9BT04,0.431
Q06787,P51116,0.998
Q8WVN8,Q16594,0.28
Q13480,A7KAX9,0.778
Q8IVH8,Q92905,0.431
P04350,Q99759,0.55
Q9BW71,Q9NUQ8,0.36
Q9Y2I6,Q6UWE0,0.431
Q96Q15,P41743,0.778
Q01196,Q9H2X6,0.913
Q9H2X6,Q01196,0.913
P25098,Q13635,0.55
Q00341,P43360,0.36
Q16678,Q9UBE0,0.36
Q9H0I9,P08651,0.431
Q15029,Q04206,0.55
Q96GF1,P62987,0.191
Q01804,Q96JB5,0.28
P26641,P29074,0.431
Q9H204,Q93074,0.986
Q9UQB8,P40425,0.431
P63261,Q01518,1.0
Q13263,Q9Y6K9,0.28
P08069,P22681,0.719
Q15005,Q9NY93,0.28
P62241,Q15554,0.191
Q9NT22,Q13501,0.36
P40337,Q9UM00,0.28
P49458,P11171,0.28
Q9H0E7,Q13601,0.494
P11021,Q99759,0.431
P16234,P27986,0.627
Q14145,Q9H2G2,0.54
Q8N9N5,Q12933,0.431
Q12933,Q8N9N5,0.431
Q86YC2,O14867,0.28
P04637,Q00535,0.917
Q00535,P04637,0.917
Q5XPI4,Q9BSL1,0.964
O43318,P14868,0.28
P14868,O43318,0.28
P51665,P62191,1.0
Q96EP1,Q9UBS5,0.36
Q15650,O75448,0.191
Q13158,P50591,1.0
Q9H6R6,P00505,0.36
P25787,O00487,0.997
Q8IXW5,O94763,0.345
P38159,P62633,0.36
Q9BUZ4,Q96KM6,0.494
P39748,P52565,0.431
P16144,Q9UMD9,0.917
Q9UMD9,P16144,0.917
Q99575,O75818,0.824
P14921,P19338,0.28
O75365,Q5VYK3,0.36
Q14500,P11532,0.55
Q9P031,O75618,0.36
P48643,Q8IYB3,0.191
O14920,P46940,0.28
O75400,Q12874,0.981
P40337,Q8TEY7,0.938
Q00987,P20226,0.885
P68431,Q15573,0.55
Q8NB14,P52735,0.36
O75197,O15198,0.36
Q6UY14,Q9HB63,0.431
P46109,Q9HB21,0.36
Q99836,Q92985,0.969
P31629,P60763,0.28
P53350,Q9NWV8,0.36
Q9BYD2,O43570,0.36
P23921,Q5UIP0,0.28
O75509,Q15628,0.431
P25788,P25787,1.0
P25787,P25788,1.0
Q13651,Q08334,0.55
P55072,O75815,0.28
Q02246,O15379,0.28
P11142,Q92844,0.28
O75581,O15169,0.973
P13385,P35052,0.431
Q08170,P54257,0.431
Q9NR09,P52735,0.36
Q99816,Q7L5N1,0.28
P35125,P10916,0.957
Q9UHI7,P19174,0.28
Q16236,P10276,0.431
Q9NQX5,P61978,0.431
O00206,Q9NWZ3,0.482
Q14781,Q06587,0.999
O60739,P62745,0.431
P19474,Q9Y6Q9,0.636
P26641,P26641,
Q9NYF5,Q9H4A3,0.28
Q13114,Q9HAV5,0.874
Q96PU8,P14317,0.644
Q7Z7J5,Q9C0A6,0.431
P19784,Q7L2J0,0.191
P05109,O60383,0.431
Q93062,Q3YEC7,0.431
P04626,Q9H299,0.824
Q9H299,P04626,0.824
P35637,Q9H3D4,0.719
O75400,Q9UMX0,0.36
Q15834,Q8TBB1,0.431
Q00987,O15212,0.28
P24941,Q5MJ70,0.931
Q13352,Q8TEY7,0.28
Q92905,Q13216,0.917
P35222,O43707,0.988
P34931,Q00653,0.28
Q7L5N1,P05305,0.431
Q9HCK5,Q13310,0.999
Q9NVR2,Q8N201,0.705
Q92831,Q9UIH9,0.55
Q14186,P06400,0.989
Q63ZY3,Q15788,0.89
Q9Y262,O00303,0.999
Q8N5R6,Q9BQY4,0.431
P49368,Q13151,0.54
Q9HCE6,P22736,0.36
P68104,P54725,0.712
P25054,Q8WYH8,0.431
Q9H2X6,Q969H0,0.431
Q13387,Q12852,0.644
Q9UM73,P21246,0.591
P07437,Q9UHD2,0.431
Q8WWI1,P50402,0.854
P50748,O43264,0.962
Q8IUQ4,O60907,0.957
O75822,Q9UBQ5,0.976
P62837,O94874,0.28
Q14847,O15162,0.431
Q00325,Q15628,0.28
P84101,Q9BQY4,0.431
Q9BQY4,P84101,0.431
O75643,P01106,0.591
P63208,Q8NHM5,0.96
O95630,Q9H444,0.82
Q86XL3,O95405,0.36
Q9Y478,P18077,0.28
O95994,Q9GZT6,0.431
O75884,P06400,0.84
P08670,P22681,0.482
P09874,P09874,
P12644,P12644,
Q5JTH9,Q13616,0.6
P17947,P06400,0.719
O14933,Q6ZMZ0,0.644
Q9UDV6,Q92730,0.36
Q07889,P11274,0.482
P60520,Q9Y4P1,0.993
Q8WUM0,P01106,0.54
P01106,Q8WUM0,0.54
P08727,O14964,0.431
O95967,Q96FE5,0.431
P12931,P51813,0.719
Q15834,Q8N8B7,0.431
P36406,P25786,0.55
O60506,Q9Y6E0,0.36
Q08211,Q07666,0.895
Q93009,O00257,0.719
Q9H257,Q9H257,
P53355,Q9Y572,0.28
P13805,P62195,0.705
Q86Y56,P01106,0.28
O15111,P35580,0.28
Q13490,P43364,0.431
Q14511,Q8IZD9,0.55
Q13546,Q92851,0.767
Q92851,Q13546,0.767
Q13615,Q9Y3B2,0.431
Q15155,Q969V3,0.55
Q92561,O00267,0.36
O00267,Q92561,0.36
Q12800,P13010,0.431
P15692,P07996,0.28
P49750,P62136,0.9
P62136,P49750,0.9
P78371,Q00005,0.877
Q01831,Q16531,0.482
P00338,P00338,
Q9UQ35,Q15428,0.816
O43432,P52735,0.36
O15160,Q15653,0.36
Q15653,O15160,0.36
O43255,P63279,0.949
O43303,P25189,0.431
O95967,P04637,0.644
Q14145,Q9NX00,0.82
Q9Y6K9,P19438,0.55
O15162,Q15038,0.431
Q15038,O15162,0.431
P62136,Q5TID7,0.494
Q5TID7,P62136,0.494
Q04206,Q9P2J5,0.28
Q9P2J5,Q04206,0.28
Q99963,Q96GM8,0.431
Q9NQZ6,P27986,0.28
Q8TAQ2,Q92561,0.431
Q13137,Q8N5R6,0.431
Q8N5R6,Q13137,0.431
Q9Y6I4,O75828,0.36
Q9UKE5,Q99594,0.28
Q99816,O14964,1.0
P49768,Q02410,0.9
Q6H3X3,P26718,0.824
Q13177,Q03001,0.431
Q03001,Q13177,0.431
Q08211,Q13233,0.28
P33151,Q06124,0.431
Q12974,P29323,0.28
Q8IWE5,Q9NY26,0.36
P19438,Q9NXW2,0.28
Q5JR59,O00444,0.431
Q8IZD2,P04637,0.719
Q13322,P00533,0.938
P00533,Q13322,0.938
Q9UHD8,Q9BW61,0.36
P35268,P60953,0.644
P49815,P62258,0.979
Q9NTJ3,Q15003,1.0
Q9NU22,Q9UET6,0.28
O96017,Q92878,0.802
O75832,O60496,0.36
Q14164,P54819,0.28
Q9P0L2,Q9UK80,0.54
P68104,P25445,0.431
P25445,P68104,0.431
P12004,O94762,0.55
Q96S99,P13805,0.431
Q6ZSG1,P61077,0.431
P28340,P60520,0.28
O15105,Q6ZNA4,0.928
P51610,Q9NVV9,0.778
P06746,Q9H5J8,0.861
Q9Y6K9,Q8NHW5,0.28
P23246,Q00653,0.55
P24941,P24941,
P04626,P00533,1.0
P00533,P04626,1.0
Q9Y561,Q9NPI5,0.644
P41279,Q04864,0.858
Q9Y297,P42574,0.431
Q71U36,P05412,0.28
Q9Y230,Q8IXW5,0.345
Q9Y6R4,Q9Y6R4,
Q9UKE5,Q9UBM7,0.28
Q9Y3Z3,Q9Y5J5,0.28
P60520,Q8TD19,0.911
Q02535,Q92730,0.36
Q9Y230,Q9BVM2,0.738
P43034,Q15046,0.644
Q9H944,Q9NX70,1.0
P51784,Q15170,0.788
P60953,Q9NQU5,0.798
O75592,P01106,0.719
Q96L91,Q9Y4A5,0.998
P22681,Q9H6Q3,0.979
Q07889,Q12929,0.885
Q9Y3C0,P21246,0.431
P11802,Q96T76,0.28
P04406,O00141,0.824
P29590,O14746,0.778
O14746,P29590,0.778
P52701,O43918,0.55
Q9BYB0,P00519,0.28
Q96P48,O00220,0.824
P15336,P28290,0.28
P41222,P40692,0.494
P62333,P62195,1.0
O00445,O00445,
P15941,P05412,0.55
Q8WZ19,Q8TBB1,0.431
Q8TBB1,Q8WZ19,0.431
P05556,Q13683,0.953
P46527,P0CG47,0.867
P54257,Q9Y6M9,0.431
P50402,P31946,0.925
Q14683,Q92995,0.36
Q96L73,Q96IT1,0.874
Q96IT1,Q96L73,0.874
P49674,Q9Y2G4,0.55
Q8N2Y8,P36957,0.431
Q9UEU0,Q14789,0.36
O43464,Q9P0J0,0.644
P62191,P62195,1.0
Q15370,Q93034,1.0
Q93034,Q15370,1.0
Q13363,P04637,0.28
O00221,O95816,0.28
P54259,O60290,0.28
Q13315,O43313,0.644
Q9UBV2,Q86TM6,0.89
P12757,Q9UNN5,0.494
Q9UNN5,P12757,0.494
Q96J02,Q86Y01,0.84
Q14974,O43918,0.55
Q13283,P50402,0.431
O00303,O60573,0.191
Q9UM82,Q96RL1,0.36
Q9Y244,Q9Y244,
P13473,P09936,0.744
Q12906,P19525,1.0
P19525,Q12906,1.0
Q9HCC0,P54274,0.191
Q9H204,O43586,0.55
Q13158,Q9HAV4,0.719
P56537,P39656,0.431
O14686,O00716,0.28
Q9Y371,Q13444,0.431
P06241,P35612,0.824
P35612,P06241,0.824
Q8IW19,P18887,0.989
Q8TEE9,O14980,0.55
O14543,P16471,0.431
Q86XP1,Q86XP1,
Q9C0C9,P43121,0.28
Q15388,P02647,0.431
P62714,P23508,0.28
Q13191,P62993,0.998
P16234,P22681,0.644
P17987,Q04206,0.55
Q15382,O43924,0.978
P29972,Q8N5Z5,0.431
Q8N5Z5,P29972,0.431
O15457,P40692,0.824
Q8WUM4,Q14164,0.28
Q99613,P55884,1.0
P27348,O60282,0.993
P61604,P21673,0.431
P35579,O43353,0.28
P00441,Q76N89,0.28
Q969V5,P61077,0.676
Q9C0H9,P12931,0.931
P12931,Q9C0H9,0.931
Q15653,Q8NI77,0.28
P22415,Q15853,1.0
P14672,P61204,0.861
P36508,P20226,0.816
Q00987,P05412,0.55
Q13885,P05386,0.999
Q9UM82,O43805,0.36
Q92747,O15144,1.0
Q9Y5S9,Q96A72,1.0
Q9UN74,Q15047,0.431
Q7Z6G3,Q7Z6G3,
Q14974,P51178,0.719
P10276,P63165,0.28
Q12834,O76009,0.36
Q9HC52,Q99496,1.0
O43809,P29372,0.28
Q9NQH7,P20333,0.431
Q9P2H0,P82932,0.431
Q9H936,P49662,0.36
Q9P2H0,Q96NT1,0.431
O95983,P05412,0.55
O43318,Q13451,0.494
Q8N136,P63165,0.28
Q07864,P49842,0.431
P49842,Q07864,0.431
Q5T013,Q8IYF3,0.431
Q9P2H0,O95696,0.431
O14757,P30307,1.0
Q8WVB6,Q9BVC3,0.998
P05362,P15311,0.744
Q8WVN8,Q14258,0.28
P09651,Q13423,0.191
Q9NS73,P52306,0.431
P52306,Q9NS73,0.431
Q16637,Q7L5N1,0.738
P01100,Q8WX92,0.719
Q9NPI6,Q9NPI6,
Q8IXH7,Q13485,0.36
Q9BY43,P14921,0.28
Q68CP9,P09651,0.191
P61513,Q13233,0.28
P35080,Q9C0J8,0.431
Q9UJY4,Q15276,0.997
Q15276,Q9UJY4,0.997
Q9P0L1,Q9NX65,0.431
Q53GS9,Q8WVK2,0.836
Q86WK7,Q86WK7,
O75925,Q13485,0.836
Q9ULV4,Q99759,0.28
O14543,Q66K74,0.861
O75531,Q9C005,0.28
Q96ST3,O15294,0.968
O43248,Q9Y5K6,0.36
P62820,O95907,0.778
Q92985,P51617,0.93
P51617,Q92985,0.93
Q96B02,Q9UBS8,0.431
P35998,P62191,1.0
P41212,P41212,
P49848,P04637,0.55
P06241,Q14185,0.431
Q8IUQ4,O43236,0.644
Q01959,Q9NRD5,0.861
P29692,O43719,0.28
O60285,P06702,0.36
Q13263,Q99471,0.719
Q96B02,Q96A37,0.431
Q02363,Q02363,
P49257,P40337,0.28
P29350,P43405,0.959
P43405,P29350,0.959
P19838,P25963,1.0
Q16594,P49848,1.0
Q9Y3D8,P49848,1.0
O75554,Q01844,0.431
Q9BYD3,Q9GZR7,0.36
Q9GZR7,Q9BYD3,0.36
P11388,P68431,0.75
Q13224,Q9UGL1,0.28
Q9UIV1,Q14106,0.943
Q9Y572,P62873,0.28
P14635,P53350,0.767
P33993,Q9NS73,0.431
Q9NS73,P33993,0.431
Q9Y3D3,Q9Y5J5,0.28
P63096,P49286,0.983
Q8IYI6,Q9UL45,0.431
Q14966,O95967,0.431
Q9NP79,Q9Y3E7,0.28
P34932,Q13547,0.885
Q9HBW0,O15304,0.55
O00308,Q16630,0.684
Q7L5D6,P20962,0.36
P25963,P33993,0.36
Q99700,Q99962,0.982
Q9UJZ1,P23508,0.28
Q15572,P20226,0.998
P20226,Q15572,0.998
Q9Y478,P52209,0.28
Q9NUT2,P21673,0.431
Q96J02,P30876,0.36
O75376,Q16576,0.431
P07437,Q00987,0.705
Q15545,Q15542,1.0
P43146,P62277,0.55
P01116,Q12967,0.998
Q12967,P01116,0.998
P61586,Q13017,0.676
Q13017,P61586,0.676
P61224,P23508,0.28
Q99558,Q14790,0.676
Q14164,Q99460,0.28
Q9H2X6,Q96A56,0.89
Q96A56,Q9H2X6,0.89
Q9Y5V3,P08138,0.676
P05771,P61981,0.998
Q9UKV8,O94776,0.431
Q6WCQ1,P31946,0.636
Q9NRW7,P20339,0.482
O43281,P19174,0.28
P28562,P28482,1.0
Q9Y478,P50502,0.28
P78352,Q9HAP6,0.99
Q96JF6,Q08379,0.431
Q8IYI6,P35900,0.431
Q9Y5K6,P22681,1.0
Q9UBT2,Q9Y4K3,0.28
P18850,P78347,0.55
Q5JTW2,Q9P0V3,0.36
Q13043,Q13188,0.998
O43660,Q99459,1.0
Q9BQ95,Q9BQ95,
O15304,Q07817,0.951
Q13137,O95990,0.431
Q99963,O14531,0.431
P51784,Q01201,0.55
P12956,P00519,0.431
P05067,P78352,0.861
P38398,P62140,0.824
P62140,P38398,0.824
P16403,P78527,0.909
P30793,Q13129,0.644
Q14192,Q13485,0.55
Q15834,P26651,0.431
P42768,Q9Y5X1,0.591
Q02790,P07900,1.0
Q6NUQ1,O43264,0.99
Q92769,Q9UKG1,0.898
P19235,Q9Y314,0.28
P24928,Q9NZC7,0.431
Q9Y6K9,Q8NFZ5,0.99
P46783,Q00653,0.28
